player_name,bookmaker,line,predicted_rebounds,p_over_model,p_under_model,p_over_market_novig,p_under_market_novig,edge_over,edge_under,best_side,best_edge,calibration_bin,calibration_count
Mouhamed Gueye,DraftKings,5.5,3.8166848740793635,0.3388581952117864,0.6611418047882136,0.4439952351730859,0.5560047648269141,-0.10513703996129953,0.10513703996129953,under,0.10513703996129953,"(-3.0, -1.0]",543
Nickeil Alexander-Walker,BetOnline.ag,3.5,3.3827875182071296,0.40591668343731135,0.5940833165626886,0.5102580936358787,0.48974190636412124,-0.10434141019856735,0.10434141019856741,under,0.10434141019856741,"(-1.0, 0.0]",4969
Zaccharie Risacher,BetMGM,4.5,4.154839863239178,0.40591668343731135,0.5940833165626886,0.5101214574898786,0.48987854251012153,-0.10420477405256723,0.10420477405256712,under,0.10420477405256712,"(-1.0, 0.0]",4969
Malik Monk,BetMGM,2.5,1.785091660374734,0.40591668343731135,0.5940833165626886,0.5101214574898786,0.48987854251012153,-0.10420477405256723,0.10420477405256712,under,0.10420477405256712,"(-1.0, 0.0]",4969
Cason Wallace,FanDuel,2.5,2.8790619630095002,0.47469458987783597,0.525305410122164,0.5785341998584389,0.421465800141561,-0.10383960998060293,0.10383960998060304,under,0.10383960998060304,"(0.0, 1.0]",6876
Karl-Anthony Towns,FanDuel,10.5,12.245213481691598,0.5967894239848914,0.40321057601510857,0.4939310568053083,0.5060689431946916,0.10285836717958313,-0.10285836717958308,over,0.10285836717958313,"(1.0, 3.0]",1059
Mitchell Robinson,DraftKings,7.5,7.443470026009957,0.40591668343731135,0.5940833165626886,0.5080942166821806,0.4919057833178194,-0.10217753324486922,0.10217753324486922,under,0.10217753324486922,"(-1.0, 0.0]",4969
Matas Buzelis,DraftKings,7.5,5.879762935193751,0.3388581952117864,0.6611418047882136,0.4396419301869802,0.5603580698130197,-0.10078373497519383,0.10078373497519388,under,0.10078373497519388,"(-3.0, -1.0]",543
Cody Williams,Bovada,4.5,4.614353790832372,0.47469458987783597,0.525305410122164,0.375,0.625,0.09969458987783597,-0.09969458987783597,over,0.09969458987783597,"(0.0, 1.0]",6876
Brice Sensabaugh,Bovada,4.5,4.023910613210546,0.40591668343731135,0.5940833165626886,0.3079416531604538,0.6920583468395461,0.09797503027685756,-0.0979750302768575,over,0.09797503027685756,"(-1.0, 0.0]",4969
Tre Jones,Bovada,4.5,3.789174641949944,0.40591668343731135,0.5940833165626886,0.3079416531604538,0.6920583468395461,0.09797503027685756,-0.0979750302768575,over,0.09797503027685756,"(-1.0, 0.0]",4969
Matas Buzelis,Bovada,7.5,5.879762935193751,0.3388581952117864,0.6611418047882136,0.43668122270742354,0.5633187772925764,-0.09782302749563715,0.0978230274956372,under,0.0978230274956372,"(-3.0, -1.0]",543
Oso Ighodaro,Bovada,7.5,6.330264534756607,0.3388581952117864,0.6611418047882136,0.43668122270742354,0.5633187772925764,-0.09782302749563715,0.0978230274956372,under,0.0978230274956372,"(-3.0, -1.0]",543
Jalen Johnson,BetOnline.ag,10.5,10.180561720763558,0.40591668343731135,0.5940833165626886,0.5030953363598845,0.4969046636401156,-0.0971786529225731,0.09717865292257305,under,0.09717865292257305,"(-1.0, 0.0]",4969
Rob Dillingham,BetOnline.ag,2.5,2.747937078432519,0.47469458987783597,0.525305410122164,0.5692871193108593,0.43071288068914054,-0.09459252943302332,0.09459252943302349,under,0.09459252943302349,"(0.0, 1.0]",6876
Matas Buzelis,BetOnline.ag,7.5,5.879762935193751,0.3388581952117864,0.6611418047882136,0.43310875842155927,0.5668912415784408,-0.09425056320977288,0.09425056320977276,under,0.09425056320977276,"(-3.0, -1.0]",543
Kon Knueppel,FanDuel,6.5,4.902517895084689,0.3388581952117864,0.6611418047882136,0.4329742261011864,0.5670257738988136,-0.09411603088940002,0.09411603088940002,under,0.09411603088940002,"(-3.0, -1.0]",543
VJ Edgecombe,DraftKings,5.5,5.415490402750963,0.40591668343731135,0.5940833165626886,0.5,0.5,-0.09408331656268865,0.09408331656268865,under,0.09408331656268865,"(-1.0, 0.0]",4969
Zaccharie Risacher,FanDuel,4.5,4.154839863239178,0.40591668343731135,0.5940833165626886,0.5,0.5,-0.09408331656268865,0.09408331656268865,under,0.09408331656268865,"(-1.0, 0.0]",4969
