player_name,bookmaker,line,predicted_points,P_over_model,P_over_market,edge_over,edge_under,best_side,best_edge
Cedric Coward,BetOnline.ag,12.5,13.101806164132892,0.5482116981482252,0.48149290561381863,0.0667187925344066,-0.0667187925344066,over,0.0667187925344066
Austin Reaves,DraftKings,23.5,24.555606599653316,0.5599741328164349,0.4937655860349127,0.06620854678152222,-0.06620854678152222,over,0.06620854678152222
Sam Merrill,FanDuel,13.5,12.144864249999236,0.4023121047542011,0.4677419354838709,-0.06542983072966979,0.0654298307296699,under,0.0654298307296699
Walter Clayton Jr.,FanDuel,10.5,9.476843744910921,0.39905685945197344,0.46209273182957394,-0.0630358723776005,0.06303587237760044,under,0.06303587237760044
Jaxson Hayes,BetOnline.ag,6.5,5.894579959548159,0.4543193904483134,0.5164392569455861,-0.06211986649727275,0.062119866497272636,under,0.062119866497272636
Julius Randle,DraftKings,21.5,19.811439992724235,0.41495641466379607,0.47614107883817425,-0.06118466417437818,0.06118466417437818,under,0.06118466417437818
Naz Reid,BetOnline.ag,12.5,11.876132507743232,0.4388660640008739,0.5,-0.06113393599912609,0.06113393599912609,under,0.06113393599912609
Carlton Carrington,FanDuel,13.5,12.923951613528747,0.47125867001238986,0.532258064516129,-0.060999394503739146,0.06099939450373926,under,0.06099939450373926
Kyle Kuzma,DraftKings,12.5,11.21760589675756,0.4402824867921401,0.5010457625700661,-0.06076327577792595,0.06076327577792601,under,0.06076327577792601
Ausar Thompson,DraftKings,9.5,10.455109671292593,0.5716194868091692,0.512482836100362,0.05913665070880714,-0.05913665070880719,over,0.05913665070880714
Naz Reid,DraftKings,12.5,11.876132507743232,0.4388660640008739,0.4979225527671597,-0.059056488766285775,0.059056488766285886,under,0.059056488766285886
LeBron James,FanDuel,18.5,19.222050378929072,0.5583063670511852,0.5,0.05830636705118519,-0.05830636705118519,over,0.05830636705118519
Brandin Podziemski,DraftKings,15.5,14.3430654546437,0.438831905289347,0.4968624497991968,-0.05803054450984979,0.05803054450984979,under,0.05803054450984979
Max Christie,FanDuel,11.5,10.917612099424511,0.44211977801218927,0.5,-0.05788022198781073,0.05788022198781073,under,0.05788022198781073
Stephon Castle,BetOnline.ag,18.5,16.67166885278906,0.4115603207609162,0.4693877551020409,-0.057827434341124695,0.057827434341124584,under,0.057827434341124584
Austin Reaves,BetOnline.ag,23.5,24.555606599653316,0.5599741328164349,0.5030953363598845,0.05687879645655047,-0.05687879645655053,over,0.05687879645655047
LeBron James,BetOnline.ag,18.5,19.222050378929072,0.5583063670511852,0.5030953363598845,0.05521103069130073,-0.05521103069130079,over,0.05521103069130073
Ryan Rollins,FanDuel,18.5,17.90017429104173,0.44480750543249814,0.5,-0.05519249456750186,0.05519249456750186,under,0.05519249456750186
Taurean Prince,DraftKings,7.5,6.715223625888589,0.4286842263148255,0.4833368048323266,-0.054652578517501105,0.05465257851750105,under,0.05465257851750105
